county_name,year,median_income,median_home,median_rent,state_fips,county_fips,pop,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,mortgage_rate,fed_rate,cpi,inflation_rate,housing_burden,hud_burden,real_income_index,macro_housing_pressure
Chenango County,2009,43991,84900,558,36,017,51401,565,569,681,858,1196,5.041375,0.16,214.56466666666665,NA,0.15221295264940557,0.18576527016889818,20502.44370772448,0.7673625741628971
Chenango County,2010,43943,88200,566,36,017,51401,586,590,707,891,1241,4.6905833333333335,0.175,218.07616666666667,1.6365695501278532,0.15456386682748105,0.1930682930159525,20150.29916917407,0.7249946976765356
Chenango County,2011,44662,89700,575,36,017,51401,581,585,701,883,1231,4.4558333333333335,0.10166666666666667,224.923,3.1396522774535196,0.15449375307867985,0.18834803636200798,19856.573138362906,0.688398414759751
Chenango County,2012,44127,90400,592,36,017,51401,579,584,699,881,1227,3.6559166666666667,0.14,229.58608333333333,2.0731909735035137,0.16098987014752872,0.19008770140730166,19220.241645018406,0.5885655494368527
Chenango County,2013,43941,90600,602,36,017,50477,531,534,670,950,981,3.9819166666666668,0.1075,232.95175,1.4659715509759863,0.1644022666757698,0.18297262238000955,18862.704401233303,0.6546361257140256
Chenango County,2014,44427,91800,612,36,017,50477,505,508,637,903,933,4.172833333333333,0.08916666666666667,236.715,1.6154632879984865,0.16530488216625025,0.17205753258153825,18768.138901210314,0.6897897224660678
Chenango County,2015,45668,91700,637,36,017,50477,520,523,656,930,960,3.849,0.1325,237.00175000000002,0.12113723253701636,0.16738197424892703,0.17237452921082597,19269.05603017699,0.6442532188841202
Chenango County,2016,46979,93400,632,36,017,50477,560,584,680,971,1069,3.6477083333333336,0.395,240.00541666666666,1.2673605433996427,0.1614338321377637,0.17369462951531536,19574.14155583294,0.5888635347708552
Chenango County,2017,48567,95900,645,36,017,50477,587,591,717,974,1098,3.991,1.0016666666666667,245.121,2.1314449500271726,0.1593674717400704,0.1771573290505899,19813.479873205477,0.636035579714621
Chenango County,2018,50595,97000,667,36,017,50477,577,581,717,919,1023,4.539041666666667,1.8316666666666666,251.0995,2.438999514525486,0.1581974503409428,0.17005632967684553,20149.383013506595,0.7180648186579702
Chenango County,2019,52002,98400,678,36,017,50477,553,598,741,931,1010,3.93375,2.158333333333333,255.65258333333333,1.8132586219141489,0.15645552094150225,0.17099342332987194,20340.885791948775,0.6154569055036344
